content,score,thumbsUpCount,reviewCreatedVersion,at,appVersion,app_name,compound,sentiment,rating_category
tik tok loading issue,1,1,46.7.3,2026-09-09 20:11:32,46.7.3,TikTok,0.0,Neutral,Low
"very racist app. i posted ""thank you"" to a creator for a shepherds pie recipe, comment removed for breaking tos. had some one day they would unalive my family.... not against tos.... just an evil app",1,1,46.8.3,2026-09-09 20:09:48,46.8.3,TikTok,-0.8016,Negative,Low
anasshamsu,5,1,46.8.3,2026-09-09 20:06:12,46.8.3,TikTok,0.0,Neutral,High
cerjiticdodigit,1,0,,2026-09-09 20:03:48,,TikTok,0.0,Neutral,Low
happiness,5,1,38.9.3,2026-09-09 20:02:11,38.9.3,TikTok,0.5574,Positive,High
most useless app in this world,1,1,,2026-09-09 19:57:02,,TikTok,-0.4754,Negative,Low
faiz,4,1,,2026-09-09 19:56:36,,TikTok,0.0,Neutral,High
violates privacy-then questions about ads? i don't care about ads. it's about personal safety.,1,1,46.8.3,2026-09-09 19:55:55,46.8.3,TikTok,-0.4815,Negative,Low
", interesting 🤗😍",5,0,,2026-09-09 19:55:42,,TikTok,0.8176,Positive,High
i really enjoy this app🥰🥰,5,1,,2026-09-09 19:54:36,,TikTok,0.9589,Positive,High
excellent,5,1,,2026-09-09 19:54:13,,TikTok,0.5719,Positive,High
so..... tell me why i'm texting someone and the person i'm texting doesn't have a problem with what i'm saying but it's tiktok if they have a right to report my account some of the things could e an inside joke we're trying to express,1,1,46.8.3,2026-09-09 19:50:25,46.8.3,TikTok,0.5313,Positive,Low
nice 👍,5,1,46.8.3,2026-09-09 19:47:44,46.8.3,TikTok,0.4215,Positive,High
good,5,0,,2026-09-09 19:46:53,,TikTok,0.4404,Positive,High
"buggy as all hell. can't add a profile picture or nickname without telling me that i have edited my profile 'too many times today', even though that was the only time, os 'slow down you are editing too fast'. seriously?",2,0,46.8.3,2026-09-09 19:39:56,46.8.3,TikTok,-0.743,Negative,Low
nice,5,1,46.6.3,2026-09-09 19:38:42,46.6.3,TikTok,0.4215,Positive,High
nice,5,1,,2026-09-09 19:37:43,,TikTok,0.4215,Positive,High
"it's hard to keep my tiktok today on my phone , can't even enjoying it , it's hard",5,1,43.8.3,2026-09-09 19:35:30,43.8.3,TikTok,-0.5538,Negative,High
thank you for all,5,1,,2026-09-09 19:34:34,,TikTok,0.3612,Positive,High
very good,5,1,45.2.3,2026-09-09 19:29:16,45.2.3,TikTok,0.4927,Positive,High
i like this app like something i can't even express,5,1,,2026-09-09 19:29:13,,TikTok,0.6124,Positive,High
khhan,5,1,44.9.3,2026-09-09 19:28:35,44.9.3,TikTok,0.0,Neutral,High
best social media app,5,1,,2026-09-09 19:23:58,,TikTok,0.6369,Positive,High
he 86,4,1,40.3.0,2026-09-09 19:23:27,40.3.0,TikTok,-0.3818,Negative,High
this app is really nice,5,0,,2026-09-09 19:22:40,,TikTok,0.4754,Positive,High
good app 🫠,4,1,,2026-09-09 19:21:00,,TikTok,0.4404,Positive,High
i have restored my phone but my old tiktok account is not finding me please resolve the issue i have used many time but did not match or my some other old accounts shows me exactly not that which i want!!!!!😣😣,3,6,46.8.3,2026-09-09 19:20:20,46.8.3,TikTok,0.6457,Positive,Medium
it can not install,5,1,46.8.3,2026-09-09 19:19:50,46.8.3,TikTok,0.0,Neutral,High
tiktok message not sending and receiving problem | tiktok message not send | ms tech trend copy this appeal dear tiktok support team i am reaching out to report that my ability to sen,1,0,46.8.3,2026-09-09 19:17:50,46.8.3,TikTok,0.6908,Positive,Low
like,5,0,,2026-09-09 19:17:50,,TikTok,0.3612,Positive,High
it's a great app,5,0,,2026-09-09 19:17:31,,TikTok,0.6249,Positive,High
when they created the new update on 3 september 2026 l couldn't update since my phone is a android core 3 and the update is for 6 and above worst app ever,1,0,46.8.3,2026-09-09 19:14:40,46.8.3,TikTok,-0.0258,Neutral,Low
book bcuz az,1,0,,2026-09-09 19:13:30,,TikTok,0.0,Neutral,Low
gay,1,0,37.0.4,2026-09-09 19:13:04,37.0.4,TikTok,0.0,Neutral,Low
"fix your app! my dms are all screwed up i have messages that are taking days and even weeks to get to people. and vice versa. also, you give violations with no actual reasoning. and then when i win my appeals, you keep posts hidden! i can't make any comments without them being held, or outright violated. give the company back to the chinese!",1,0,99.0.3,2026-09-09 19:11:40,99.0.3,TikTok,-0.851,Negative,Low
allow space to ask question of person that writes you emai.,4,0,46.8.3,2026-09-09 19:10:36,46.8.3,TikTok,0.2263,Positive,High
𝙂𝙪𝙙 𝙖𝙥𝙥 ˃ 𖥦 ˂!!! 𝙄 𝙩𝙧𝙞𝙚𝙙 𝙞𝙩 𝙛𝙤𝙧 𝙩𝙝𝙚 𝙛𝙞𝙧𝙨𝙩 𝙩𝙞𝙢𝙚 𝙖𝙣𝙙 𝙞𝙩 𝙬𝙖𝙨 𝙡𝙞𝙠𝙚 𝙖𝙬𝙨𝙤𝙢𝙚𝙚𝙚 𝙄 𝙡𝙞𝙠𝙚 𝙞𝙩,5,1,,2026-09-09 19:09:29,,TikTok,0.0,Neutral,High
hahsejjajj i'm in want,5,0,46.3.3,2026-09-09 19:05:39,46.3.3,TikTok,0.0772,Positive,High
so good 💯,5,0,,2026-09-09 19:05:14,,TikTok,0.4927,Positive,High
ismaaciil yare335,5,1,46.8.3,2026-09-09 19:04:59,46.8.3,TikTok,0.0,Neutral,High
all foolish!!!!!!!stop,1,0,,2026-09-09 18:58:52,,TikTok,0.0,Neutral,Low
okay³,5,0,,2026-09-09 18:54:47,,TikTok,0.0,Neutral,High
good,5,0,,2026-09-09 18:54:34,,TikTok,0.4404,Positive,High
"tiktok is a great app, but i was facing a reach and views issue. please improve account reach and for you recommendations. overall, the app is good.",5,4,46.8.3,2026-09-09 18:53:01,46.8.3,TikTok,0.926,Positive,High
download tiktok,3,0,46.4.3,2026-09-09 18:53:01,46.4.3,TikTok,0.0,Neutral,Medium
💗,5,1,,2026-09-09 18:51:56,,TikTok,0.7096,Positive,High
good,3,0,,2026-09-09 18:51:16,,TikTok,0.4404,Positive,Medium
⭐⭐⭐⭐⭐ great app with a clean interface and useful features. it works smoothly without any unnecessary complications. i’ve had a very good experience using it. highly recommended!,5,1,46.8.3,2026-09-09 18:50:11,46.8.3,TikTok,0.9358,Positive,High
shoaib malik,5,0,,2026-09-09 18:49:18,,TikTok,0.0,Neutral,High
"they can't resolve any problem, i ask many time support team email not good",1,0,,2026-09-09 18:48:21,,TikTok,0.0946,Positive,Low
good app,5,1,46.7.3,2026-09-09 18:47:34,46.7.3,TikTok,0.4404,Positive,High
its amazing! its my absolute favorite app to have! its so safe that i don't have to report anybody! thank you for making this app!,5,0,,2026-09-09 18:47:34,,TikTok,0.935,Positive,High
it's nice 🙂,4,0,46.8.3,2026-09-09 18:46:36,46.8.3,TikTok,0.6712,Positive,High
good,5,0,,2026-09-09 18:45:47,,TikTok,0.4404,Positive,High
good,5,0,46.7.3,2026-09-09 18:45:44,46.7.3,TikTok,0.4404,Positive,High
for you please 🥺😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭🥺😭😭🥺😭🥺😭😭🥺😭🥺🥺😭🥺🥺😭🥺😭🥺🥺,5,0,46.1.3,2026-09-09 18:45:09,46.1.3,TikTok,-0.9979,Negative,High
hi hope you are well i did identity verification from my national identity card but still not verified. so i could not withdraw my money. please verify my documents and help me to withdraw the money. tik tok username( punjabjutti06) thank you,1,0,,2026-09-09 18:44:47,,TikTok,0.9052,Positive,Low
dont edit your videos in the toktic editor unless your ok with losing everything you did bc the app decided you need to look at the news feed and won't save your progress at all,1,0,46.8.3,2026-09-09 18:44:39,46.8.3,TikTok,-0.6553,Negative,Low
no following feed since recent update,3,0,46.8.3,2026-09-09 18:43:01,46.8.3,TikTok,-0.296,Negative,Medium
this app is so so so good 😍 it make me feel entertained,5,0,,2026-09-09 18:42:33,,TikTok,0.8924,Positive,High
خوب است,5,1,46.8.3,2026-09-09 18:37:35,46.8.3,TikTok,0.0,Neutral,High
wth bro it's so good but all update didn’t come and if i need to update. then i need to delete many apps to storage space:+,3,0,46.8.3,2026-09-09 18:36:32,46.8.3,TikTok,0.044,Neutral,Medium
ifbs ahmed,5,0,,2026-09-09 18:36:28,,TikTok,0.0,Neutral,High
tiktok is so lovely to have but sometimes it gives me issues,5,0,,2026-09-09 18:33:06,,TikTok,0.4466,Positive,High
application,5,1,,2026-09-09 18:32:28,,TikTok,0.0,Neutral,High
nice,5,0,,2026-09-09 18:32:17,,TikTok,0.4215,Positive,High
this app is very nice,5,0,39.0.3,2026-09-09 18:31:24,39.0.3,TikTok,0.4754,Positive,High
10milion,5,1,46.8.3,2026-09-09 18:31:20,46.8.3,TikTok,0.0,Neutral,High
my life tiktok,4,0,46.7.3,2026-09-09 18:28:27,46.7.3,TikTok,0.0,Neutral,High
it's good,5,1,46.8.3,2026-09-09 18:20:45,46.8.3,TikTok,0.4404,Positive,High
great feedback,5,0,46.2.3,2026-09-09 18:19:46,46.2.3,TikTok,0.6249,Positive,High
shaheen khan ♥️,5,0,46.7.3,2026-09-09 18:16:33,46.7.3,TikTok,0.6369,Positive,High
it's so cool 😎 just do the downloading,5,0,,2026-09-09 18:15:35,,TikTok,0.707,Positive,High
henok kebede 062,4,0,46.8.3,2026-09-09 18:14:37,46.8.3,TikTok,0.0,Neutral,High
🫠🥰🥰🥰,5,1,,2026-09-09 18:11:47,,TikTok,0.9716,Positive,High
uuu lala lala uuu,5,0,,2026-09-09 18:11:43,,TikTok,0.0,Neutral,High
good all,5,0,46.7.3,2026-09-09 18:10:25,46.7.3,TikTok,0.4404,Positive,High
amazing,5,0,,2026-09-09 18:10:02,,TikTok,0.5859,Positive,High
borvječnić,5,2,46.8.3,2026-09-09 18:08:01,46.8.3,TikTok,0.0,Neutral,High
i'm unable to message people on my app and i keep having problems with creating videos 🍣,3,0,,2026-09-09 18:05:29,,TikTok,-0.128,Negative,Medium
too many fascist control the app now. i love how this slop got downloaded to phone when it updated.,1,0,41.1.3,2026-09-09 18:05:09,41.1.3,TikTok,0.1531,Positive,Low
"""hello, my content does not violate any community guidelines. kindly review this decision and remove the strike/warning. thanks.""",5,0,46.1.3,2026-09-09 18:04:50,46.1.3,TikTok,0.8284,Positive,High
you need to stop bugging me..i dont want you app..,1,0,24.3.3,2026-09-09 18:00:28,24.3.3,TikTok,-0.3447,Negative,Low
great tiktok,5,1,46.8.3,2026-09-09 17:56:03,46.8.3,TikTok,0.6249,Positive,High
💝🫶💝,5,0,,2026-09-09 17:54:16,,TikTok,0.8555,Positive,High
i love this app because it's entertaining the youth,5,0,46.7.3,2026-09-09 17:52:09,46.7.3,TikTok,0.7964,Positive,High
this is a really great app in my opinion but now i have a problem and i literally cannot follow anybody from an account i made from over a month ago.i tried to fix it in any way i tried deleting the app logging into the account from another device too and it still nothing worked at all.,1,0,46.8.3,2026-09-09 17:50:00,46.8.3,TikTok,-0.2152,Negative,Low
nice✅✅✅,5,0,,2026-09-09 17:49:49,,TikTok,0.4215,Positive,High
us to get the same one time and like to see,5,0,45.2.3,2026-09-09 17:44:48,45.2.3,TikTok,0.3612,Positive,High
i app is good for content creator,5,0,46.7.3,2026-09-09 17:43:41,46.7.3,TikTok,0.4404,Positive,High
جميللللل,5,0,,2026-09-09 17:42:36,,TikTok,0.0,Neutral,High
has almost everything,5,1,46.8.3,2026-09-09 17:42:28,46.8.3,TikTok,0.0,Neutral,High
i'm getting fed up with the way that the app is lagging the filters i'm getting fed up that every time i get into an account it legs all the time i'm having trouble uploading my videos they're not matching up with how i'm saying the words this has been happening for over 3 hours i had to literally start my phone 8 to 9 times this is ridiculous your app is very slow very jet laggy it's ruining my day please fix this problem and issue right now please other people are having the same experience,1,28,46.8.3,2026-09-09 17:41:26,46.8.3,TikTok,-0.7506,Negative,Low
nice app forever,5,0,45.0.3,2026-09-09 17:40:46,45.0.3,TikTok,0.4215,Positive,High
vary nice,5,0,24.2.4,2026-09-09 17:40:43,24.2.4,TikTok,0.4215,Positive,High
good,5,0,46.7.3,2026-09-09 17:38:49,46.7.3,TikTok,0.4404,Positive,High
good,5,0,46.2.3,2026-09-09 17:37:10,46.2.3,TikTok,0.4404,Positive,High
a great app 😃,5,0,46.3.3,2026-09-09 17:36:25,46.3.3,TikTok,0.765,Positive,High
this update has caused a major strain on my battery. also my following tab no longer shows me videos from people i follow. only either black screen or follow suggestions. please fix both the battery and follow tab issues.,1,5,46.8.3,2026-09-09 17:36:22,46.8.3,TikTok,-0.101,Negative,Low
"tiktok is hands down the best app for creativity and entertainment. the algorithm actually shows you what you love, the editing tools are super easy, and there's never a boring moment. from learning new things to just laughing for hours - 10/10. highly recommended!",5,0,,2026-09-09 17:35:45,,TikTok,0.9801,Positive,High
tik tok,5,0,,2026-09-09 17:35:01,,TikTok,0.0,Neutral,High
hejej,5,1,46.8.3,2026-09-09 17:34:08,46.8.3,TikTok,0.0,Neutral,High
very good 😁🤩,5,0,,2026-09-09 17:32:45,,TikTok,0.7346,Positive,High
foxali,5,0,46.7.3,2026-09-09 17:31:56,46.7.3,TikTok,0.0,Neutral,High
best for social media but my video post view was off make them on,5,1,46.8.3,2026-09-09 17:30:47,46.8.3,TikTok,0.3818,Positive,High
saif jani,1,0,,2026-09-09 17:30:42,,TikTok,0.0,Neutral,Low
schreen,5,1,46.8.3,2026-09-09 17:29:36,46.8.3,TikTok,0.0,Neutral,High
good,5,0,,2026-09-09 17:29:17,,TikTok,0.4404,Positive,High
say my name,1,0,46.8.3,2026-09-09 17:28:17,46.8.3,TikTok,0.0,Neutral,Low
very slow,5,0,43.5.4,2026-09-09 17:27:21,43.5.4,TikTok,0.0,Neutral,High
"hello tiktok support team, i am not trying to apply for any feature or product. my issue is that tiktok has been permanently banned on my realme c55 device. i cannot use or access tiktok properly on this phone, even though i do not have a tiktok account. please understand that this is a device-level issue, not an account ban. i would appreciate it if you could review my device and remove the restriction if it was applied by mistake. thank you for your help.",1,0,46.8.3,2026-09-09 17:25:37,46.8.3,TikTok,0.8087,Positive,Low
not working,1,0,46.8.3,2026-09-09 17:24:35,46.8.3,TikTok,0.0,Neutral,Low
nice platform,5,1,31.7.4,2026-09-09 17:19:26,31.7.4,TikTok,0.4215,Positive,High
jesslinxml / thanks tiktok ❤️,5,0,46.8.3,2026-09-09 17:18:57,46.8.3,TikTok,0.4404,Positive,High
"getting tired of now everytime have to uninstall and reinstall app because 10 minute app upload does not show up randomly. clear cache in app and on phone, tons of space on phone and even restart phone but yet the 10 minute option just disappears. takes time to re-download and then go through the steps to log back in. please fix tiktok or i will quit using app.",2,0,,2026-09-09 17:14:40,,TikTok,-0.0772,Negative,Low
excellent,5,1,46.8.3,2026-09-09 17:13:54,46.8.3,TikTok,0.5719,Positive,High
easy to use,4,0,,2026-09-09 17:12:48,,TikTok,0.4404,Positive,High
1000000mliooni,5,0,46.4.3,2026-09-09 17:12:16,46.4.3,TikTok,0.0,Neutral,High
good,5,0,,2026-09-09 17:08:59,,TikTok,0.4404,Positive,High
everytime i go to look at the videos of people i follow i only get pictures of people for me to follow i can't watch any videos of the people i already follow. i have cleared cashe and history i have deleted app and reinstalled and it still won't let me,3,0,46.8.3,2026-09-09 17:07:35,46.8.3,TikTok,0.1027,Positive,Medium
hi tiktok! please add a video call feature. 🤍🙏,4,0,,2026-09-09 17:05:59,,TikTok,0.3802,Positive,High
good app,5,0,,2026-09-09 17:04:56,,TikTok,0.4404,Positive,High
অমেক ভালো,5,0,,2026-09-09 17:03:27,,TikTok,0.0,Neutral,High
"hooked like crack....can't stop hitting it...best not let my mama find out, huh!!!",5,0,39.2.3,2026-09-09 17:02:25,39.2.3,TikTok,0.6444,Positive,High
good,1,1,,2026-09-09 17:02:15,,TikTok,0.4404,Positive,Low
amazing 😄😍,5,0,,2026-09-09 16:59:12,,TikTok,0.9062,Positive,High
theogene himbaza,1,0,,2026-09-09 16:56:49,,TikTok,0.0,Neutral,Low
raduan 46,5,1,46.8.3,2026-09-09 16:55:42,46.8.3,TikTok,0.0,Neutral,High
all video viral,5,1,,2026-09-09 16:54:10,,TikTok,0.0,Neutral,High
tiktok,5,0,,2026-09-09 16:52:35,,TikTok,0.0,Neutral,High
danjers app no,1,0,,2026-09-09 16:50:35,,TikTok,-0.296,Negative,Low
interesting and entertaining,5,0,,2026-09-09 16:49:33,,TikTok,0.6808,Positive,High
sheikh sahil,5,0,,2026-09-09 16:46:48,,TikTok,0.0,Neutral,High
tessy taja 🐾💎,5,0,46.8.3,2026-09-09 16:46:10,46.8.3,TikTok,0.0,Neutral,High
ticktock,5,0,,2026-09-09 16:45:55,,TikTok,0.0,Neutral,High
now a new other annoying problem and is that my profile doesn't upload even though i change my profile picture and bio and name it stills appear the same and i hate that,1,3,46.8.3,2026-09-09 16:45:03,46.8.3,TikTok,-0.8442,Negative,Low
awais masei,5,0,,2026-09-09 16:45:02,,TikTok,0.0,Neutral,High
this app is become worst and annoying some time i regret download it 😡😡 i can not login to my account with my password it keeps send and resending opt code that doesn't get verified and then it send a new one again and the all process keep staring over and over again 😡😡😡,1,0,45.0.3,2026-09-09 16:43:21,45.0.3,TikTok,-0.8625,Negative,Low
🥰🥰,5,1,46.8.3,2026-09-09 16:40:52,46.8.3,TikTok,0.9393,Positive,High
"i don't want to say anything. i believe that tiktok does what it does for the good. in nepal, it has been destroyed by the algorithm. if there are any nepalis, please like my comment. thank you.",5,0,,2026-09-09 16:39:29,,TikTok,0.6983,Positive,High
so if i send a message it's inappropriate now? that's unprofessional,1,1,43.9.3,2026-09-09 16:39:19,43.9.3,TikTok,-0.5106,Negative,Low
it entertains us,5,1,46.8.3,2026-09-09 16:37:39,46.8.3,TikTok,0.5267,Positive,High
i like it,5,1,46.6.3,2026-09-09 16:36:19,46.6.3,TikTok,0.3612,Positive,High
"it's been a distraction...i feel like before you start scrolling on this app, there has to be a compulsory time frame for everyone... like maybe today ... you're gonna spend like an hour or two on tiktok..so it can't distract people. and it should be very strict, if those required time frame is over the app should automatically exit from the screen, i think it would be better for people to concentrate more and increase productivity",1,1,46.8.3,2026-09-09 16:35:42,46.8.3,TikTok,0.9164,Positive,Low
i would show tricks.,4,0,46.7.3,2026-09-09 16:35:36,46.7.3,TikTok,-0.128,Negative,High
best app even the future generation used this app amazing and used it wisely,5,0,46.7.3,2026-09-09 16:34:42,46.7.3,TikTok,0.8957,Positive,High
please please remove that little red thing about how many notifications i have. idc. i'm trying to type and it's always right there when i open the app. so annoying it's making me want to delete all my accounts.,3,0,,2026-09-09 16:34:29,,TikTok,0.105,Positive,Medium
excellent,5,0,46.4.3,2026-09-09 16:32:35,46.4.3,TikTok,0.5719,Positive,High
abbasi 💯💯💯,5,0,41.9.3,2026-09-09 16:29:30,41.9.3,TikTok,0.0,Neutral,High
nice 👍👍👍👍🙂👍👍👍,5,0,41.1.3,2026-09-09 16:29:16,41.1.3,TikTok,0.6712,Positive,High
til to,1,0,21.6.5,2026-09-09 16:28:30,21.6.5,TikTok,0.0,Neutral,Low
can't install,1,0,,2026-09-09 16:27:49,,TikTok,0.0,Neutral,Low
foryon,5,0,,2026-09-09 16:26:26,,TikTok,0.0,Neutral,High
"horrible. i kept losing followers and even thought i checked and they're not unfollowing me they didn't block me or there accounts banned/deleted i've been using tiktok since 2023 and i had followers since july 2025 and more followers on august 2025 and i lost followers since march this year and i before it happened i had 3,566 i think it's a bug.",1,1,46.8.3,2026-09-09 16:25:55,46.8.3,TikTok,-0.7179,Negative,Low
rule,5,0,45.7.3,2026-09-09 16:25:26,45.7.3,TikTok,0.0,Neutral,High
please i watch video on this app,5,0,46.6.3,2026-09-09 16:22:16,46.6.3,TikTok,0.3182,Positive,High
it was very good experience and very easy to use,5,0,,2026-09-09 16:21:38,,TikTok,0.7496,Positive,High
tiktok viral video,5,0,,2026-09-09 16:21:33,,TikTok,0.0,Neutral,High
good,5,1,46.8.3,2026-09-09 16:20:47,46.8.3,TikTok,0.4404,Positive,High
why would you remove the ability to scroll through the post from the people you follow? absolutely good for nothing do not download.,1,0,,2026-09-09 16:20:27,,TikTok,0.6697,Positive,Low
great and fun to use,4,0,46.8.3,2026-09-09 16:20:05,46.8.3,TikTok,0.8126,Positive,High
pls help me open this phone and i did not have money to open it can u help me.😭😭😭😭😭😭,5,0,43.7.3,2026-09-09 16:19:51,43.7.3,TikTok,-0.9169,Negative,High
i don't need to explain ❤️❤️❤️,5,0,,2026-09-09 16:18:18,,TikTok,0.0,Neutral,High
this is best ap fo earth,5,0,44.5.3,2026-09-09 16:17:41,44.5.3,TikTok,0.6369,Positive,High
too slow to update,1,0,39.5.5,2026-09-09 16:17:25,39.5.5,TikTok,0.0,Neutral,Low
job,5,0,46.7.3,2026-09-09 16:17:13,46.7.3,TikTok,0.0,Neutral,High
king off,5,1,46.3.3,2026-09-09 16:13:43,46.3.3,TikTok,0.0,Neutral,High
spreading misinformation about the lindsay clancy trial and falsely accusing people,1,1,,2026-09-09 16:08:47,,TikTok,-0.4588,Negative,Low
i am reaching out to report that my ability to send and receive messages on tik tok has been disabled. this restriction severely impacts my ability to engage with the platform and its community. i kindly request a review of my account and the re ❤️ instatement of messaging privileges at your earliest convenience my tiktok username my email address my mobile number,1,1,46.8.3,2026-09-09 16:07:35,46.8.3,TikTok,0.8188,Positive,Low
to much ads,5,0,,2026-09-09 16:06:46,,TikTok,0.0,Neutral,High
i don't know what happened this app,1,1,46.8.3,2026-09-09 16:06:01,46.8.3,TikTok,0.0,Neutral,Low
tiktok,5,1,41.3.3,2026-09-09 16:05:27,41.3.3,TikTok,0.0,Neutral,High
tank you,5,0,,2026-09-09 16:04:35,,TikTok,0.0,Neutral,High
khizar ❤ ❤,5,0,,2026-09-09 16:00:42,,TikTok,0.8555,Positive,High
i love it,5,0,,2026-09-09 15:59:40,,TikTok,0.6369,Positive,High
muh bienn,5,0,46.4.3,2026-09-09 15:58:27,46.4.3,TikTok,0.0,Neutral,High
always not responding,1,0,46.8.3,2026-09-09 15:57:54,46.8.3,TikTok,0.0,Neutral,Low
حياة الناس,5,0,46.6.3,2026-09-09 15:57:46,46.6.3,TikTok,0.0,Neutral,High
mre 1video pe 1milion views,5,1,,2026-09-09 15:57:37,,TikTok,0.0,Neutral,High
mame oro,5,1,46.7.3,2026-09-09 15:56:01,46.7.3,TikTok,0.0,Neutral,High
open my app,5,0,,2026-09-09 15:55:35,,TikTok,0.0,Neutral,High
like app,5,0,46.7.3,2026-09-09 15:54:08,46.7.3,TikTok,0.3612,Positive,High
i love this because i love tiktok tank you so much jis ne ye app luaunch kiya take hum parhai na kar sakein 🫣🙂,5,1,46.8.3,2026-09-09 15:54:00,46.8.3,TikTok,0.9023,Positive,High
for you page trending video for you,5,2,,2026-09-09 15:51:57,,TikTok,0.0,Neutral,High
𝒗𝒆𝒓𝒚 𝒃𝒂𝒅,5,1,46.7.3,2026-09-09 15:47:19,46.7.3,TikTok,0.0,Neutral,High
electricity,1,0,46.8.3,2026-09-09 15:44:30,46.8.3,TikTok,0.0,Neutral,Low
"very bad... *follow-for-follow is trash. you follow people hoping they follow back, and most don't. meanwhile, famous people get millions of likes for a 5-second video, while small creators spend hours editing a 15-second video that only 2 people see. it's unfair, especially when we're trying to make money from this.*",1,0,46.7.3,2026-09-09 15:44:21,46.7.3,TikTok,-0.3167,Negative,Low
app review,4,0,,2026-09-09 15:44:02,,TikTok,0.0,Neutral,High
i prefer less use of data and not rubbish videos,3,0,46.8.3,2026-09-09 15:43:09,46.8.3,TikTok,0.0,Neutral,Medium
this app really taught me things i never new happens,5,0,46.4.3,2026-09-09 15:42:17,46.4.3,TikTok,0.0,Neutral,High
nice app,5,0,46.7.3,2026-09-09 15:40:47,46.7.3,TikTok,0.4215,Positive,High
very awesome 😎,5,1,46.8.3,2026-09-09 15:40:30,46.8.3,TikTok,0.8258,Positive,High
tiktok teams my video viral please😭😭😭😭😭😭😭😭😭😭😭,5,3,46.8.3,2026-09-09 15:40:20,46.8.3,TikTok,-0.9846,Negative,High
eliyaas,3,0,46.8.3,2026-09-09 15:39:56,46.8.3,TikTok,0.0,Neutral,Medium
des is very gob gob,5,1,,2026-09-09 15:39:45,,TikTok,0.0,Neutral,High
new,5,0,,2026-09-09 15:37:55,,TikTok,0.0,Neutral,High
he commits violations for no reason.,1,0,,2026-09-09 15:32:24,,TikTok,-0.6705,Negative,Low
i love love love love love tiktok,4,0,46.7.3,2026-09-09 15:31:36,46.7.3,TikTok,0.9719,Positive,High
splendid,5,1,45.4.3,2026-09-09 15:29:52,45.4.3,TikTok,0.5859,Positive,High
my own boss sagen,5,0,,2026-09-09 15:26:06,,TikTok,0.0,Neutral,High
best of app,5,0,,2026-09-09 15:25:45,,TikTok,0.6369,Positive,High
far you my vido,5,0,46.7.3,2026-09-09 15:22:43,46.7.3,TikTok,0.0,Neutral,High
nice 👍,5,0,46.7.3,2026-09-09 15:21:56,46.7.3,TikTok,0.4215,Positive,High
profile ui setting,5,1,46.8.3,2026-09-09 15:19:59,46.8.3,TikTok,0.0,Neutral,High
open the live tiktok,5,1,46.8.3,2026-09-09 15:19:35,46.8.3,TikTok,0.0,Neutral,High
years long have i scammers spoofers phishing mailers cyber criminals probably government white board criminals on the internet network and phone line it is all abuse the law they have on juridical grounds no any rights to do this. more over have i an certificate of conduct good behavior on all points from screening authority justis the heauge the netherlands. i can prove you on paper! it is law-reqeuered from you to notify me so i can sign them up to the police and can put them to the court. if,3,0,35.8.3,2026-09-09 15:19:01,35.8.3,TikTok,-0.8977,Negative,Medium
this app is very important to us.tiktok give us,5,0,,2026-09-09 15:15:41,,TikTok,0.2716,Positive,High
dear tiktok team ma ne apni gmail chge karni hai tu plz slove my problem,1,0,46.8.3,2026-09-09 15:15:23,46.8.3,TikTok,0.0516,Positive,Low
buy us data after downloading the app 🤗 thank you for your sake,5,0,,2026-09-09 15:08:57,,TikTok,0.6486,Positive,High
ads,1,0,46.8.3,2026-09-09 15:08:41,46.8.3,TikTok,0.0,Neutral,Low
this app help me to,5,0,,2026-09-09 15:06:45,,TikTok,0.4019,Positive,High
umearmadni kasar,5,0,39.2.0,2026-09-09 15:05:24,39.2.0,TikTok,0.0,Neutral,High
", ok 🆗🆗 for you guys 😀 for you guys 😌 for a few weeks and we will talk to ✌️ to ✌️ for you to ✌️ to ✌️ for a few weeks and i can send it ☺️ for you to ✌️ to ✌️ for you guys 88eu ed in a 🌹 22 for a bit of work and then we will head 🙂‍↕️ for you to get here so i get it from you guys 😀 for a few minutes and then we have for dinner 🍽️🍽️🍽️ for a few weeks now for the number to get a new phone 🤳 for the number is in my office today for you to ✌️ to ✌️ for a while and i have a 🌹 2 for the u",5,0,46.7.3,2026-09-09 15:04:54,46.7.3,TikTok,0.9637,Positive,High
anik bumarjee,5,0,,2026-09-09 15:03:40,,TikTok,0.0,Neutral,High
amazing app,5,0,46.9.1,2026-09-09 15:03:20,46.9.1,TikTok,0.5859,Positive,High
pulse my tiktok id update and video maker. call option open . plese,5,1,46.8.3,2026-09-09 15:03:18,46.8.3,TikTok,0.0,Neutral,High
xasan yare qooqaani,5,0,46.7.3,2026-09-09 15:01:46,46.7.3,TikTok,0.0,Neutral,High
this app always helps us to download,5,0,,2026-09-09 15:00:32,,TikTok,0.3818,Positive,High
benyuesefkarzazi,5,0,,2026-09-09 15:00:24,,TikTok,0.0,Neutral,High
nice,5,1,46.8.3,2026-09-09 14:59:43,46.8.3,TikTok,0.4215,Positive,High
good app,5,0,44.8.1,2026-09-09 14:59:11,44.8.1,TikTok,0.4404,Positive,High
download full ho ka install nahi hoati.....,1,0,,2026-09-09 14:58:23,,TikTok,0.0,Neutral,Low
আমার tiktok লোকেশন এড হয় না,1,0,,2026-09-09 14:57:33,,TikTok,0.0,Neutral,Low
